Lema	POS	rARF_Janes	rARF_Gos	rARF_Kres	rARF_Šolar	rARF_Povprečno	
olimpijski	p	0,00145	0,00068	0,00162	0,00025	0,00100	
pokvarjen	p	0,00199	0,00019	0,00082	0,00098	0,00100	
pretepsti	g	0,00036	0,00029	0,00038	0,00295	0,00100	
ideal	s	0,00049	0,00029	0,00068	0,00252	0,00100	
jeseni	r	0,00119	0,00058	0,00159	0,00062	0,00100	
statistika	s	0,00191	0,00087	0,00095	0,00025	0,00100	
izstopati	g	0,00067	0,00039	0,00119	0,00172	0,00099	
služben	p	0,00143	0,00058	0,00128	0,00068	0,00099	
posvečen	p	0,00077	0,00048	0,00167	0,00105	0,00099	
ustrezno	r	0,00079	0,00077	0,00223	0,00018	0,00099	
dohodek	s	0,00095	0,00068	0,00179	0,00055	0,00099	
raziskovalen	p	0,00071	0,00058	0,00249	0,00018	0,00099	
nasproti	r	0,00051	0,00097	0,00131	0,00117	0,00099	
vsakodneven	p	0,0008	0,00048	0,00151	0,00117	0,00099	
drago	r	0,00061	0,00223	0,00094	0,00018	0,00099	
požreti	g	0,00146	0,00097	0,00079	0,00074	0,00099	
zaprositi	g	0,00077	0,00039	0,00144	0,00135	0,00099	
zloben	p	0,00093	0,00019	0,00061	0,00222	0,00099	
drugam	r	0,00115	0,00116	0,00084	0,0008	0,00099	
filozofski	p	0,00051	0,00087	0,00109	0,00148	0,00099	
ravnokar	r	0,00198	0,00097	0,00063	0,00037	0,00099	
povrniti	g	0,00093	0,00058	0,00145	0,00098	0,00099	
trgovski	p	0,00055	0,00077	0,00164	0,00098	0,00099	
delitev	s	0,00118	0,00048	0,00166	0,00062	0,00099	
uveljaviti	g	0,00054	0,00039	0,0019	0,00111	0,00099	
sprejemljiv	p	0,00124	0,00048	0,00117	0,00105	0,00099	
pacient	s	0,00157	0,00048	0,00114	0,00074	0,00098	
borec	s	0,00176	0,00039	0,00098	0,0008	0,00098	
tesno	r	0,0005	0,00058	0,00211	0,00074	0,00098	
drug	s	0,00072	0,00184	0,00112	0,00025	0,00098	
regija	s	0,00109	0,00068	0,00198	0,00018	0,00098	
čustveno	r	0,00039	0,00019	0,0007	0,00265	0,00098	
ravnatelj	s	0,00051	0,00029	0,00097	0,00215	0,00098	
spredaj	r	0,00133	0,00136	0,00105	0,00018	0,00098	
vpis	s	0,00084	0,00097	0,00162	0,00049	0,00098	
rame	s	0,00064	0,00058	0,00208	0,00062	0,00098	
goreti	g	0,00075	0,00136	0,00113	0,00068	0,00098	
urednik	s	0,00119	0,00019	0,00204	0,00049	0,00098	
srčen	p	0,00115	0,00019	0,00183	0,00074	0,00098	
karakter	s	0,00082	0,00048	0,00033	0,00228	0,00098	
vzgojen	p	0,00085	0,00019	0,00139	0,00148	0,00098	
izobražen	p	0,00082	0,00039	0,00079	0,00191	0,00098	
popularen	p	0,00113	0,00087	0,00105	0,00086	0,00098	
stroka	s	0,00131	0,00068	0,00155	0,00037	0,00098	
proizvod	s	0,00064	0,00068	0,00173	0,00086	0,00098	
kmetijski	p	0,00061	0,00029	0,00282	0,00018	0,00098	
počiti	g	0,00142	0,00106	0,00074	0,00068	0,00098	
uspevati	g	0,00098	0,00039	0,0013	0,00123	0,00098	
katoliški	p	0,00108	0,00039	0,00114	0,00129	0,00098	
tabor	s	0,00087	0,00068	0,00137	0,00098	0,00098	
tekmovati	g	0,00118	0,00058	0,00151	0,00062	0,00097	
napadati	g	0,00166	0,00058	0,00085	0,0008	0,00097	
gorski	p	0,00074	0,00058	0,00171	0,00086	0,00097	
obupan	p	0,00045	0,00019	0,00072	0,00252	0,00097	
primera	s	0,00062	0,00116	0,00118	0,00092	0,00097	
živahen	p	0,00052	0,00039	0,0018	0,00117	0,00097	
poznan	p	0,00107	0,00068	0,00115	0,00098	0,00097	
pihati	g	0,00138	0,00097	0,00079	0,00074	0,00097	
verz	s	0,00037	0,00039	0,00066	0,00246	0,00097	
pokojnina	s	0,00142	0,00068	0,0014	0,00037	0,00097	
ugleden	p	0,0006	0,00039	0,00171	0,00117	0,00097	
srebrn	p	0,00098	0,00048	0,00186	0,00055	0,00097	
vernik	s	0,00161	0,00019	0,00072	0,00135	0,00097	
napor	s	0,00079	0,00058	0,00188	0,00062	0,00097	
trend	s	0,00172	0,00039	0,00151	0,00025	0,00097	
doživetje	s	0,00063	0,00048	0,00147	0,00129	0,00097	
um	s	0,00163	0,00019	0,00136	0,00068	0,00097	
produkt	s	0,00146	0,00097	0,00088	0,00055	0,00097	
očistiti	g	0,00107	0,00019	0,00174	0,00086	0,00097	
izkušen	p	0,00078	0,00068	0,00148	0,00092	0,00097	
dvoj	k	0,00087	0,00077	0,00123	0,00098	0,00096	
mešanica	s	0,00069	0,00048	0,00219	0,00049	0,00096	
lahkota	s	0,00117	0,00077	0,00086	0,00105	0,00096	
ločevati	g	0,00059	0,00039	0,00102	0,00185	0,00096	
posoditi	g	0,00114	0,00116	0,00068	0,00086	0,00096	
smučanje	s	0,00102	0,00097	0,00099	0,00086	0,00096	
termin	s	0,00162	0,00097	0,00107	0,00018	0,00096	
navzven	r	0,00038	0,00019	0,00081	0,00246	0,00096	
ustanovitev	s	0,00078	0,00029	0,00234	0,00043	0,00096	
protest	s	0,00224	0,00019	0,00092	0,00049	0,00096	
presoja	s	0,00086	0,00039	0,00166	0,00092	0,00096	
vnuk	s	0,00101	0,00048	0,00104	0,00129	0,00096	
zgrešiti	g	0,00167	0,00097	0,00081	0,00037	0,00096	
vselej	r	0,00078	0,00039	0,00216	0,00049	0,00096	
cesar	s	0,00071	0,00029	0,00091	0,00191	0,00096	
plastičen	p	0,00117	0,00048	0,00198	0,00018	0,00095	
hej	m	0,00186	0,00106	0,00064	0,00025	0,00095	
dopoldne	r	0,00091	0,00126	0,00139	0,00025	0,00095	
previdno	r	0,00076	0,00068	0,00175	0,00062	0,00095	
medalja	s	0,00193	0,00058	0,00099	0,00031	0,00095	
pretvarjati	g	0,0005	0,00019	0,00072	0,0024	0,00095	
žarek	s	0,0007	0,00058	0,00167	0,00086	0,00095	
krivec	s	0,00138	0,00039	0,00075	0,00129	0,00095	
izrazit	p	0,00052	0,00048	0,00157	0,00123	0,00095	
veriga	s	0,00102	0,00058	0,00177	0,00043	0,00095	
galerija	s	0,00099	0,00019	0,00225	0,00037	0,00095	
nakar	r	0,00051	0,00068	0,00064	0,00197	0,00095	
enakopraven	p	0,0005	0,00039	0,00051	0,0024	0,00095	
lega	s	0,00094	0,00087	0,00143	0,00055	0,00095	
tableta	s	0,00135	0,00106	0,00113	0,00025	0,00095	
pogajanje	s	0,00084	0,00087	0,00183	0,00025	0,00095	
omejiti	g	0,00093	0,00039	0,00149	0,00098	0,00095	
psihično	r	0,00041	0,00039	0,00034	0,00265	0,00095	
potnik	s	0,00098	0,00048	0,00208	0,00025	0,00095	
začasno	r	0,00085	0,00068	0,00152	0,00074	0,00095	
povzeti	g	0,00082	0,00058	0,00115	0,00123	0,00095	
pevka	s	0,00049	0,00106	0,00186	0,00037	0,00095	
sovražen	p	0,0014	0,0001	0,00074	0,00154	0,00095	
prsi	s	0,00073	0,00019	0,00224	0,00062	0,00095	
podajati	g	0,00094	0,00087	0,0011	0,00086	0,00094	
presegati	g	0,00089	0,00029	0,00234	0,00025	0,00094	
reforma	s	0,00151	0,00019	0,00145	0,00062	0,00094	
rekord	s	0,00174	0,00077	0,00113	0,00012	0,00094	
počitek	s	0,00108	0,0001	0,00171	0,00086	0,00094	
preseči	g	0,00138	0,00029	0,00177	0,00031	0,00094	
tedanji	p	0,00028	0,00029	0,00121	0,00197	0,00094	
matura	s	0,00052	0,00077	0,00068	0,00178	0,00094	
vaški	p	0,00088	0,00048	0,00116	0,00123	0,00094	
staviti	g	0,00192	0,00068	0,00097	0,00018	0,00094	
početje	s	0,00113	0,00019	0,00126	0,00117	0,00094	
žlica	s	0,00077	0,00068	0,00218	0,00012	0,00094	
definicija	s	0,00168	0,00087	0,00095	0,00025	0,00094	
cvetje	s	0,00066	0,00029	0,00157	0,00123	0,00094	
vajen	p	0,00072	0,00068	0,0013	0,00105	0,00094	
nadstropje	s	0,00058	0,00039	0,00185	0,00092	0,00094	
človeštvo	s	0,00145	0,00019	0,00136	0,00074	0,00094	
plesen	p	0,00049	0,00068	0,00177	0,0008	0,00094	
mejen	p	0,00078	0,00126	0,00151	0,00018	0,00093	
prestolnica	s	0,00092	0,00019	0,00194	0,00068	0,00093	
cenjen	p	0,00069	0,00048	0,00108	0,00148	0,00093	
spodobiti	g	0,00123	0,00087	0,00083	0,0008	0,00093	
stiskati	g	0,00092	0,00087	0,00083	0,00111	0,00093	
centralen	p	0,00091	0,00068	0,00158	0,00055	0,00093	
samozavest	s	0,00079	0,0001	0,00123	0,0016	0,00093	
zastopati	g	0,00083	0,00068	0,00159	0,00062	0,00093	
čiščenje	s	0,00154	0,00019	0,00187	0,00012	0,00093	
ustreliti	g	0,00091	0,00039	0,00094	0,00148	0,00093	
pregovor	s	0,00094	0,00058	0,00071	0,00148	0,00093	
odsotnost	s	0,0009	0,00019	0,00164	0,00098	0,00093	
letnica	s	0,00103	0,00029	0,00196	0,00043	0,00093	
režiser	s	0,00067	0,00048	0,00213	0,00043	0,00093	
dvoboj	s	0,00068	0,00077	0,00115	0,00111	0,00093	
palača	s	0,00062	0,00019	0,00136	0,00154	0,00093	
ugled	s	0,00077	0,00039	0,0015	0,00105	0,00093	
grob	p	0,0009	0,00048	0,00115	0,00117	0,00093	
zvezek	s	0,0004	0,00145	0,00093	0,00092	0,00093	
cesten	p	0,00075	0,00087	0,00183	0,00025	0,00093	
začasen	p	0,001	0,00029	0,00216	0,00025	0,00093	
prespati	g	0,00084	0,00106	0,00069	0,00111	0,00093	
umiti	g	0,0007	0,00116	0,00073	0,00111	0,00093	
prekršek	s	0,00106	0,00068	0,00153	0,00043	0,00093	
bok	s	0,00123	0,00058	0,00171	0,00018	0,00093	
original	s	0,00232	0,00068	0,00051	0,00018	0,00092	
deževati	g	0,00123	0,00106	0,00085	0,00055	0,00092	
spored	s	0,00132	0,00068	0,00132	0,00037	0,00092	
mišljen	p	0,0018	0,00087	0,00053	0,00049	0,00092	
mogočen	p	0,00038	0,00019	0,00164	0,00148	0,00092	
fantek	s	0,00067	0,00048	0,00051	0,00203	0,00092	
psihološki	p	0,00069	0,00048	0,00117	0,00135	0,00092	
sladoled	s	0,00151	0,00068	0,00082	0,00068	0,00092	
zakonec	s	0,00038	0,00029	0,00117	0,00185	0,00092	
obrnjen	p	0,00081	0,00097	0,00129	0,00062	0,00092	
olajšati	g	0,00073	0,00039	0,00152	0,00105	0,00092	
kopalnica	s	0,00078	0,00087	0,00141	0,00062	0,00092	
dobrina	s	0,00065	0,00019	0,00099	0,00185	0,00092	
zmanjševati	g	0,0008	0,00077	0,0018	0,00031	0,00092	
obrat	s	0,00107	0,00048	0,00132	0,0008	0,00092	
potrdilo	s	0,00072	0,00029	0,00149	0,00117	0,00092	
kraljestvo	s	0,00062	0,00019	0,00108	0,00178	0,00092	
nakazovati	g	0,00066	0,00077	0,00101	0,00123	0,00092	
gibati	g	0,00102	0,00039	0,00183	0,00043	0,00092	
seliti	g	0,00127	0,00087	0,00091	0,00062	0,00092	
gumb	s	0,00114	0,00058	0,0017	0,00025	0,00092	
kapitalizem	s	0,00217	0,00039	0,00061	0,00049	0,00092	
vzdrževati	g	0,00086	0,00058	0,00148	0,00074	0,00092	
perspektiva	s	0,00102	0,00097	0,00112	0,00055	0,00092	
dodan	p	0,00145	0,00039	0,00164	0,00018	0,00092	
odložiti	g	0,00075	0,00058	0,00183	0,00049	0,00091	
obsežen	p	0,00069	0,00058	0,00201	0,00037	0,00091	
premišljevati	g	0,00042	0,00048	0,0009	0,00185	0,00091	
pokojen	p	0,00094	0,00058	0,00121	0,00092	0,00091	
speljati	g	0,00112	0,00106	0,00085	0,00062	0,00091	
pretirano	r	0,00084	0,00039	0,00137	0,00105	0,00091	
okrepiti	g	0,00074	0,00048	0,002	0,00043	0,00091	
skrivaj	r	0,0004	0,00019	0,00077	0,00228	0,00091	
plod	s	0,00084	0,00029	0,00183	0,00068	0,00091	
medicina	s	0,00121	0,00029	0,00196	0,00018	0,00091	
spomladi	r	0,00078	0,00058	0,0016	0,00068	0,00091	
šov	s	0,00116	0,00029	0,00059	0,0016	0,00091	
premajhen	p	0,00119	0,00039	0,00114	0,00092	0,00091	
košarka	s	0,00142	0,00039	0,00091	0,00092	0,00091	
podeželje	s	0,00052	0,00039	0,00131	0,00142	0,00091	
skupno	r	0,00076	0,00039	0,00193	0,00055	0,00091	
vzor	s	0,00095	0,00019	0,00088	0,0016	0,00091	
primaren	p	0,00064	0,00019	0,00088	0,00191	0,00091	
forma	s	0,00126	0,00077	0,00127	0,00031	0,00090	
nasmehniti	g	0,00049	0,00019	0,00213	0,0008	0,00090	
izrazito	r	0,00047	0,00068	0,0016	0,00086	0,00090	
predel	s	0,0007	0,00039	0,00214	0,00037	0,00090	
vstopnica	s	0,00129	0,00048	0,00146	0,00037	0,00090	
smiliti	g	0,00117	0,00048	0,00041	0,00154	0,00090	
samozavesten	p	0,00039	0,00039	0,00079	0,00203	0,00090	
prileteti	g	0,00115	0,00106	0,00077	0,00062	0,00090	
opremljen	p	0,00067	0,00019	0,00243	0,00031	0,00090	
pravnik	s	0,0016	0,00039	0,00069	0,00092	0,00090	
varati	g	0,00066	0,00029	0,00042	0,00222	0,00090	
prvoten	p	0,00068	0,00029	0,00176	0,00086	0,00090	
tresti	g	0,00148	0,00039	0,00098	0,00074	0,00090	
zaklad	s	0,00054	0,00019	0,00108	0,00178	0,00090	
postreči	g	0,00078	0,00048	0,0019	0,00043	0,00090	
pretiran	p	0,00096	0,00029	0,00154	0,0008	0,00090	
steklo	s	0,00103	0,00048	0,0017	0,00037	0,00090	
kapljica	s	0,00102	0,00058	0,00161	0,00037	0,00090	
rama	s	0,00103	0,00058	0,00154	0,00043	0,00090	
vzdrževanje	s	0,00089	0,00039	0,00212	0,00018	0,00090	
obremenjevati	g	0,00102	0,00029	0,0011	0,00117	0,00090	
hladno	r	0,00062	0,00106	0,00098	0,00092	0,00090	
podobnost	s	0,00078	0,00048	0,00078	0,00154	0,00090	
mesečen	p	0,00122	0,00048	0,00162	0,00025	0,00089	
množičen	p	0,00111	0,00019	0,00153	0,00074	0,00089	
istočasno	r	0,00088	0,00136	0,0009	0,00043	0,00089	
streljati	g	0,00163	0,00039	0,001	0,00055	0,00089	
glasiti	g	0,0005	0,00048	0,00173	0,00086	0,00089	
noseč	p	0,00069	0,00019	0,0006	0,00209	0,00089	
odraščati	g	0,00034	0,00039	0,00075	0,00209	0,00089	
past	s	0,00034	0,00058	0,00129	0,00135	0,00089	
razočarati	g	0,00129	0,00019	0,00066	0,00142	0,00089	
prijateljski	p	0,00076	0,00048	0,00121	0,00111	0,00089	
najeti	g	0,00089	0,00087	0,00131	0,00049	0,00089	
družaben	p	0,00066	0,00019	0,00153	0,00117	0,00089	
motivacija	s	0,00088	0,00048	0,00084	0,00135	0,00089	
podjetnik	s	0,00137	0,0001	0,00159	0,00049	0,00089	
deska	s	0,00051	0,00068	0,0015	0,00086	0,00089	
kotiček	s	0,00084	0,00039	0,00183	0,00049	0,00089	
naklonjen	p	0,00066	0,00029	0,00112	0,00148	0,00089	
užaljen	p	0,00097	0,00039	0,0007	0,00148	0,00089	
svetiti	g	0,00119	0,00077	0,00096	0,00062	0,00089	
vlagati	g	0,00107	0,00077	0,00108	0,00062	0,00089	
verjeten	p	0,00121	0,00068	0,00109	0,00055	0,00088	
kmetijstvo	s	0,00051	0,00029	0,00193	0,0008	0,00088	
scenarij	s	0,00148	0,00029	0,00158	0,00018	0,00088	
muka	s	0,00076	0,00029	0,00062	0,00185	0,00088	
rep	s	0,00128	0,00058	0,00135	0,00031	0,00088	
uporabljen	p	0,00076	0,00029	0,00185	0,00062	0,00088	
zlagati	g	0,00066	0,00097	0,0006	0,00129	0,00088	
relativno	r	0,00101	0,00126	0,00106	0,00018	0,00088	
tožiti	g	0,00155	0,00068	0,00085	0,00043	0,00088	
kilogram	s	0,00061	0,00019	0,00246	0,00025	0,00088	
vezati	g	0,00064	0,00068	0,00108	0,00111	0,00088	
morebiti	l	0,00079	0,00155	0,00092	0,00025	0,00088	
filozofija	s	0,00104	0,00039	0,00146	0,00062	0,00088	
blato	s	0,00101	0,00058	0,00111	0,0008	0,00088	
gnati	g	0,00049	0,00058	0,00083	0,0016	0,00088	
lepotica	s	0,00061	0,00019	0,00122	0,00148	0,00088	
mešan	p	0,00075	0,00058	0,00155	0,00062	0,00088	
cent	s	0,00139	0,00145	0,0004	0,00025	0,00087	
stresti	g	0,00078	0,00058	0,00133	0,0008	0,00087	
muha	s	0,00142	0,00058	0,00124	0,00025	0,00087	
trmast	p	0,00032	0,0001	0,00042	0,00265	0,00087	
enkraten	p	0,00091	0,00068	0,00165	0,00025	0,00087	
tir	s	0,00153	0,00029	0,00092	0,00074	0,00087	
zemljišče	s	0,00071	0,00019	0,0024	0,00018	0,00087	
vsota	s	0,00072	0,00048	0,00148	0,0008	0,00087	
prebirati	g	0,00097	0,00029	0,00105	0,00117	0,00087	
poplava	s	0,00143	0,00019	0,00106	0,0008	0,00087	
prosto	r	0,00105	0,00058	0,00148	0,00037	0,00087	
izviren	p	0,00093	0,00029	0,00195	0,00031	0,00087	
narekovati	g	0,00043	0,00058	0,00112	0,00135	0,00087	
trajen	p	0,0007	0,00029	0,00181	0,00068	0,00087	
pridno	r	0,00109	0,00039	0,00089	0,00111	0,00087	
seme	s	0,00102	0,00029	0,00198	0,00018	0,00087	
čaroben	p	0,00061	0,00019	0,00101	0,00166	0,00087	
grlo	s	0,00124	0,00029	0,00139	0,00055	0,00087	
odkritje	s	0,00076	0,00029	0,00168	0,00074	0,00087	
grenek	p	0,00052	0,00039	0,00084	0,00172	0,00087	
dogovorjen	p	0,00079	0,00068	0,00138	0,00062	0,00087	
zanimivost	s	0,00075	0,00068	0,00124	0,0008	0,00087	
dreti	g	0,00143	0,00097	0,00045	0,00062	0,00087	
tematika	s	0,00081	0,00029	0,00089	0,00148	0,00087	
izražanje	s	0,00078	0,00019	0,00126	0,00123	0,00087	
odpotovati	g	0,00035	0,00019	0,00132	0,0016	0,00087	
naložba	s	0,00072	0,00077	0,00172	0,00025	0,00087	
nesposoben	p	0,00194	0,00019	0,00053	0,0008	0,00087	
musliman	s	0,00126	0,00039	0,00052	0,00129	0,00087	
kampanja	s	0,00179	0,00039	0,00116	0,00012	0,00087	
opažati	g	0,00148	0,00029	0,00089	0,0008	0,00087	
publika	s	0,00092	0,00126	0,00085	0,00043	0,00087	
dopustiti	g	0,00078	0,00019	0,00089	0,0016	0,00087	
odkrit	p	0,00085	0,00019	0,00137	0,00105	0,00087	
navijač	s	0,00205	0,00019	0,00103	0,00018	0,00086	
očka	s	0,00064	0,00029	0,00135	0,00117	0,00086	
odprava	s	0,0009	0,00019	0,00187	0,00049	0,00086	
razgovor	s	0,00069	0,00077	0,00088	0,00111	0,00086	
tržnica	s	0,00108	0,00058	0,00117	0,00062	0,00086	
zebsti	g	0,00106	0,00155	0,00047	0,00037	0,00086	
vzpon	s	0,00088	0,00048	0,00147	0,00062	0,00086	
potisniti	g	0,00044	0,00039	0,00151	0,00111	0,00086	
ponudnik	s	0,00092	0,00039	0,00158	0,00055	0,00086	
goditi	g	0,00045	0,00048	0,00066	0,00185	0,00086	
štajerski	p	0,00108	0,00136	0,00075	0,00025	0,00086	
zračen	p	0,00103	0,00029	0,00187	0,00025	0,00086	
morala	s	0,00121	0,00019	0,00087	0,00117	0,00086	
kisel	p	0,00096	0,00087	0,00143	0,00018	0,00086	
socializem	s	0,0024	0,00039	0,00047	0,00018	0,00086	
odnehati	g	0,00058	0,00019	0,00063	0,00203	0,00086	
dolgoleten	p	0,0007	0,00029	0,00189	0,00055	0,00086	
pravičnost	s	0,00074	0,00019	0,00072	0,00178	0,00086	
manjšina	s	0,00114	0,00029	0,00114	0,00086	0,00086	
partizan	s	0,00179	0,00019	0,00077	0,00068	0,00086	
poslabšati	g	0,00065	0,00029	0,00095	0,00154	0,00086	
tona	s	0,00085	0,00058	0,00169	0,00031	0,00086	
megla	s	0,00207	0,00019	0,00098	0,00018	0,00086	
upornik	s	0,00047	0,00019	0,00048	0,00228	0,00086	
prihodek	s	0,00099	0,00039	0,00161	0,00043	0,00086	
kača	s	0,0007	0,00106	0,00104	0,00062	0,00086	
prevesti	g	0,00113	0,00087	0,00123	0,00018	0,00085	
pozicija	s	0,00145	0,00106	0,00072	0,00018	0,00085	
vaditi	g	0,00066	0,00126	0,00112	0,00037	0,00085	
vred	r	0,00105	0,00097	0,00108	0,00031	0,00085	
zbiranje	s	0,00091	0,00029	0,0019	0,00031	0,00085	
smrdeti	g	0,00184	0,00048	0,00066	0,00043	0,00085	
meč	s	0,00052	0,00019	0,00079	0,00191	0,00085	
rana	s	0,00094	0,00039	0,00146	0,00062	0,00085	
potencialen	p	0,00123	0,00087	0,00113	0,00018	0,00085	
pester	p	0,00109	0,00019	0,00126	0,00086	0,00085	
odpadek	s	0,00087	0,00019	0,00179	0,00055	0,00085	
ustvarjalen	p	0,00059	0,00029	0,00203	0,00049	0,00085	
delnica	s	0,00093	0,00029	0,00169	0,00049	0,00085	
prihraniti	g	0,00103	0,00058	0,00136	0,00043	0,00085	
polet	s	0,00083	0,00039	0,00163	0,00055	0,00085	
obramben	p	0,00091	0,00048	0,00169	0,00031	0,00085	
pozanimati	g	0,00099	0,00106	0,00079	0,00055	0,00085	
ljubosumen	p	0,00033	0,00039	0,00052	0,00215	0,00085	
čistiti	g	0,0011	0,00097	0,00089	0,00043	0,00085	
nafta	s	0,00136	0,00048	0,00112	0,00043	0,00085	
pridobivati	g	0,0005	0,00029	0,00137	0,00123	0,00085	
previden	p	0,00079	0,00068	0,00143	0,00049	0,00085	
znamenit	p	0,00047	0,00029	0,00195	0,00068	0,00085	
globalen	p	0,00145	0,00039	0,0013	0,00025	0,00085	
varovanje	s	0,00065	0,00019	0,00193	0,00062	0,00085	
profesionalen	p	0,00099	0,00077	0,0015	0,00012	0,00085	
zmanjšanje	s	0,00074	0,00068	0,00165	0,00031	0,00085	
pokrit	p	0,00051	0,00097	0,00153	0,00037	0,00085	
odmor	s	0,00054	0,00048	0,001	0,00135	0,00084	
volk	s	0,00112	0,00019	0,00052	0,00154	0,00084	
izročiti	g	0,00034	0,00039	0,00166	0,00098	0,00084	
povečanje	s	0,00076	0,00048	0,00188	0,00025	0,00084	
večno	r	0,00081	0,00039	0,00088	0,00129	0,00084	
nemudoma	r	0,0005	0,00039	0,00143	0,00105	0,00084	
ščititi	g	0,00106	0,00029	0,00115	0,00086	0,00084	
koledar	s	0,00125	0,00068	0,00125	0,00018	0,00084	
božič	s	0,00147	0,00077	0,00087	0,00025	0,00084	
zamujati	g	0,00138	0,00039	0,00054	0,00105	0,00084	
angleško	r	0,00073	0,00145	0,00056	0,00062	0,00084	
napotiti	g	0,00045	0,00029	0,00126	0,00135	0,00084	
med	s	0,00122	0,00048	0,00134	0,00031	0,00084	
krožnik	s	0,00091	0,00039	0,00162	0,00043	0,00084	
podelitev	s	0,00075	0,00029	0,00126	0,00105	0,00084	
vpiti	g	0,00072	0,00048	0,00097	0,00117	0,00084	
potencial	s	0,00126	0,00039	0,00107	0,00062	0,00084	
moment	s	0,00152	0,00116	0,00035	0,00031	0,00084	
nežno	r	0,00048	0,00039	0,00142	0,00105	0,00084	
bratranec	s	0,0005	0,00048	0,00044	0,00191	0,00083	
tolažiti	g	0,00085	0,00048	0,00065	0,00135	0,00083	
uvedba	s	0,00104	0,00039	0,00159	0,00031	0,00083	
koča	s	0,00045	0,00097	0,00099	0,00092	0,00083	
prehiteti	g	0,00175	0,00039	0,00094	0,00025	0,00083	
gospodinja	s	0,00035	0,00029	0,00091	0,00178	0,00083	
specifičen	p	0,00082	0,00087	0,00145	0,00018	0,00083	
prevzem	s	0,00115	0,00029	0,00133	0,00055	0,00083	
os	s	0,00109	0,00097	0,001	0,00025	0,00083	
financirati	g	0,00128	0,00077	0,00095	0,00031	0,00083	
namestiti	g	0,00077	0,00048	0,00169	0,00037	0,00083	
drža	s	0,00074	0,00087	0,00121	0,00049	0,00083	
afera	s	0,00164	0,00039	0,00109	0,00018	0,00083	
prestrašiti	g	0,00051	0,00019	0,00088	0,00172	0,00083	
rokav	s	0,00115	0,00068	0,00116	0,00031	0,00083	
uvoden	p	0,00075	0,00058	0,00172	0,00025	0,00083	
sever	s	0,00088	0,00048	0,00169	0,00025	0,00083	
zamera	s	0,00146	0,00029	0,00069	0,00086	0,00083	
ročen	p	0,00101	0,00029	0,00175	0,00025	0,00083	
politično	r	0,00142	0,00058	0,00098	0,00031	0,00082	
učinkovito	r	0,00076	0,00029	0,00187	0,00037	0,00082	
torba	s	0,00067	0,00048	0,00122	0,00092	0,00082	
napreden	p	0,00099	0,00019	0,00081	0,00129	0,00082	
zajemati	g	0,00041	0,00029	0,00172	0,00086	0,00082	
skrajno	r	0,00124	0,00039	0,00122	0,00043	0,00082	
privlačiti	g	0,00041	0,00048	0,00115	0,00123	0,00082	
strokovno	r	0,00074	0,00097	0,00119	0,00037	0,00082	
letalski	p	0,00113	0,00019	0,0017	0,00025	0,00082	
denarnica	s	0,00143	0,00058	0,00089	0,00037	0,00082	
jedro	s	0,00071	0,00048	0,00165	0,00043	0,00082	
avtomobilski	p	0,00074	0,00029	0,00187	0,00037	0,00082	
povečan	p	0,00089	0,00019	0,00181	0,00037	0,00082	
povpraševanje	s	0,00068	0,00077	0,00107	0,00074	0,00082	
posegati	g	0,0005	0,00077	0,00107	0,00092	0,00082	
tretjič	r	0,0009	0,00048	0,0009	0,00098	0,00082	
urejanje	s	0,00105	0,00019	0,0019	0,00012	0,00082	
osredotočiti	g	0,00042	0,00048	0,00125	0,00111	0,00082	
ujet	p	0,00074	0,00019	0,00122	0,00111	0,00082	
nagovarjati	g	0,00044	0,00019	0,00054	0,00209	0,00082	
japonski	p	0,00092	0,00029	0,00167	0,00037	0,00081	
sojenje	s	0,00093	0,00019	0,00096	0,00117	0,00081	
brisati	g	0,00156	0,00077	0,00067	0,00025	0,00081	
disciplina	s	0,00079	0,00039	0,00145	0,00062	0,00081	
razpasti	g	0,00102	0,00058	0,00078	0,00086	0,00081	
gorica	s	0,0005	0,00087	0,00132	0,00055	0,00081	
uveljavljati	g	0,00054	0,00039	0,00176	0,00055	0,00081	
stop	s	0,00131	0,00097	0,00059	0,00037	0,00081	
postopoma	r	0,00041	0,00029	0,00149	0,00105	0,00081	
dvigovati	g	0,00099	0,00058	0,00112	0,00055	0,00081	
cev	s	0,00096	0,00058	0,00151	0,00018	0,00081	
krven	p	0,00063	0,0001	0,00182	0,00068	0,00081	
kolikokrat	r	0,00103	0,00145	0,00057	0,00018	0,00081	
pojasnjevati	g	0,00054	0,00019	0,00188	0,00062	0,00081	
odšteti	g	0,00071	0,00126	0,00114	0,00012	0,00081	
industrijski	p	0,00066	0,00039	0,00187	0,00031	0,00081	
terapija	s	0,00114	0,00019	0,00134	0,00055	0,00081	
pokonci	r	0,00102	0,00077	0,00088	0,00055	0,00081	
zaslužen	p	0,00141	0,00029	0,00109	0,00043	0,00081	
izpred	d	0,00114	0,00068	0,00097	0,00043	0,00081	
skupščina	s	0,00049	0,00039	0,00172	0,00062	0,00081	
pregnati	g	0,00076	0,00039	0,00114	0,00092	0,00080	
zaslon	s	0,0008	0,00039	0,00184	0,00018	0,00080	
dar	s	0,00061	0,00048	0,00138	0,00074	0,00080	
vmesen	p	0,00074	0,00097	0,00119	0,00031	0,00080	
skladba	s	0,00041	0,00087	0,00175	0,00018	0,00080	
